school_id,course_id,school_name,school_about
S_BNU,C_course-v1:BNU+CSL21148501+2018_T2,beijing normal university referred beijing normal university directly ministry education peoples republic china directly managed central government deputy ministerial level ranks among project project selected national everest plan plan plan excellent legal talent education training plan graduate school comprehensive national key university teacher education educational science basic liberal arts sciences main features,beijing normal university referred beijing normal university directly ministry education peoples republic china directly managed central government deputy ministerial level ranks among project project selected national everest plan plan plan excellent legal talent education training plan graduate school comprehensive national key university teacher education educational science basic liberal arts sciences main features
S_BNU,C_course-v1:BNU+GE310141091+2019_T1,beijing normal university referred beijing normal university directly ministry education peoples republic china directly managed central government deputy ministerial level ranks among project project selected national everest plan plan plan excellent legal talent education training plan graduate school comprehensive national key university teacher education educational science basic liberal arts sciences main features,beijing normal university referred beijing normal university directly ministry education peoples republic china directly managed central government deputy ministerial level ranks among project project selected national everest plan plan plan excellent legal talent education training plan graduate school comprehensive national key university teacher education educational science basic liberal arts sciences main features
S_BNU,C_course-v1:BNU+2017112001X+2019_T1,beijing normal university referred beijing normal university directly ministry education peoples republic china directly managed central government deputy ministerial level ranks among project project selected national everest plan plan plan excellent legal talent education training plan graduate school comprehensive national key university teacher education educational science basic liberal arts sciences main features,beijing normal university referred beijing normal university directly ministry education peoples republic china directly managed central government deputy ministerial level ranks among project project selected national everest plan plan plan excellent legal talent education training plan graduate school comprehensive national key university teacher education educational science basic liberal arts sciences main features
S_BNU,C_course-v1:BNU+2018122603X+2018_T2,beijing normal university referred beijing normal university directly ministry education peoples republic china directly managed central government deputy ministerial level ranks among project project selected national everest plan plan plan excellent legal talent education training plan graduate school comprehensive national key university teacher education educational science basic liberal arts sciences main features,beijing normal university referred beijing normal university directly ministry education peoples republic china directly managed central government deputy ministerial level ranks among project project selected national everest plan plan plan excellent legal talent education training plan graduate school comprehensive national key university teacher education educational science basic liberal arts sciences main features
S_BNU,C_course-v1:BNU+CSL21126882+2019_T1,beijing normal university referred beijing normal university directly ministry education peoples republic china directly managed central government deputy ministerial level ranks among project project selected national everest plan plan plan excellent legal talent education training plan graduate school comprehensive national key university teacher education educational science basic liberal arts sciences main features,beijing normal university referred beijing normal university directly ministry education peoples republic china directly managed central government deputy ministerial level ranks among project project selected national everest plan plan plan excellent legal talent education training plan graduate school comprehensive national key university teacher education educational science basic liberal arts sciences main features
S_BNU,C_course-v1:BNU+0610073991+2019_T1,beijing normal university referred beijing normal university directly ministry education peoples republic china directly managed central government deputy ministerial level ranks among project project selected national everest plan plan plan excellent legal talent education training plan graduate school comprehensive national key university teacher education educational science basic liberal arts sciences main features,beijing normal university referred beijing normal university directly ministry education peoples republic china directly managed central government deputy ministerial level ranks among project project selected national everest plan plan plan excellent legal talent education training plan graduate school comprehensive national key university teacher education educational science basic liberal arts sciences main features
S_BNU,C_course-v1:BNU+1010070372+2019_T1,beijing normal university referred beijing normal university directly ministry education peoples republic china directly managed central government deputy ministerial level ranks among project project selected national everest plan plan plan excellent legal talent education training plan graduate school comprehensive national key university teacher education educational science basic liberal arts sciences main features,beijing normal university referred beijing normal university directly ministry education peoples republic china directly managed central government deputy ministerial level ranks among project project selected national everest plan plan plan excellent legal talent education training plan graduate school comprehensive national key university teacher education educational science basic liberal arts sciences main features
S_BNU,C_course-v1:BNU+2017053101X+2019_T1,beijing normal university referred beijing normal university directly ministry education peoples republic china directly managed central government deputy ministerial level ranks among project project selected national everest plan plan plan excellent legal talent education training plan graduate school comprehensive national key university teacher education educational science basic liberal arts sciences main features,beijing normal university referred beijing normal university directly ministry education peoples republic china directly managed central government deputy ministerial level ranks among project project selected national everest plan plan plan excellent legal talent education training plan graduate school comprehensive national key university teacher education educational science basic liberal arts sciences main features
S_BNU,C_course-v1:BNU+GE410081071-01+2019_T1,beijing normal university referred beijing normal university directly ministry education peoples republic china directly managed central government deputy ministerial level ranks among project project selected national everest plan plan plan excellent legal talent education training plan graduate school comprehensive national key university teacher education educational science basic liberal arts sciences main features,beijing normal university referred beijing normal university directly ministry education peoples republic china directly managed central government deputy ministerial level ranks among project project selected national everest plan plan plan excellent legal talent education training plan graduate school comprehensive national key university teacher education educational science basic liberal arts sciences main features
S_BNU,C_course-v1:BNU+2018122405X+2019_T1,beijing normal university referred beijing normal university directly ministry education peoples republic china directly managed central government deputy ministerial level ranks among project project selected national everest plan plan plan excellent legal talent education training plan graduate school comprehensive national key university teacher education educational science basic liberal arts sciences main features,beijing normal university referred beijing normal university directly ministry education peoples republic china directly managed central government deputy ministerial level ranks among project project selected national everest plan plan plan excellent legal talent education training plan graduate school comprehensive national key university teacher education educational science basic liberal arts sciences main features
